"variableName","Labels","labelValues","fileFormat"
"tc3g27f","Agree Students have a desire to do well in school","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g27g","Agree The school co-operates with the local community","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g28a","Agree This school quickly identifies the need to do things differently","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g28b","Agree This school quickly responds to changes when needed","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g28c","Agree This school readily accepts new ideas","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g28d","Agree This school makes assistance available for development of new ideas","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29a","Instruction Shortage of qualified teachers","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29b","Instruction Shortage of tchrs w. competence in teach students w. special needs","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29c","Instruction Shortage of vocational teachers","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29d","Instruction Shortage or inadequacy of instructional materials (e.g. textbooks)","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29e","Instruction Shortage or inadequacy of digital technology for instruction","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29f","Instruction Insufficient Internet access","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29g","Instruction Shortage or inadequacy of library materials","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29h","Instruction Shortage of support personnel","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29i","Instruction Shortage or inadequacy of instructional space (e.g. classrooms)","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29j","Instruction Shortage or inadequacy of physical infrastructure","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29k","Instruction Shortage of tchrs w. competence in tch studs in multiling. setting","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29l","Instruction Shortage of tchrs w. competence in teach studs w. socioec. disadv.","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29m","Instruction Shortage of necessary materials to train vocational skills","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29n","Instruction Shortage or inadequacy of time for instructional leadership","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g29o","Instruction Shortage or inadequacy of time with students","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30a","St.Beha Vandalism and theft","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30b","St.Beha Intimidation or bullying among students/ other forms of verbal abuse","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30c","St.Beha Physical injury caused by violence among students","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30d","St.Beha Intimidation or verbal abuse of teachers or staff","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30e","St.Beha Use possession of drugs and or alcohol","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30f","St.Beha A student or parent reports postings of hurtful info on Internet","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g30g","St.Beha A student or parent reports unwanted electronic contact among studs","NEVER; LESS THAN MONTHLY; MONTHLY; WEEKLY; DAILY; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g31a","Induction activities Formal induction programme for new teachers","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g31b","Induction activities Informal induction activities for new teachers","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g32","Formal induction programme offered","ALL TEACHERS WHO ARE NEW TO THIS SCHOOL; ONLY TEACHERS NEW TO TEACHING; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33a","Provisions incl tch induction Courses seminars attended in person","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33b","Provisions incl tch induction Online courses seminars","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33c","Provisions incl tch induction Online activities (e.g. virtual communities)","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33d","Provisions incl tch induction Planned meetings w. principal and teachers","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33e","Provisions incl tch induction Supervision by principal and or teachers","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33f","Provisions incl tch induction Networking collab. w. other new teachers","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33g","Provisions incl tch induction Team teaching with experienced teachers","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33h","Provisions incl tch induction Portfolios diaries/journals","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33i","Provisions incl tch induction Reduced teaching load","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g33j","Provisions incl tch induction General administrative introduction","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g34","Teacher access to mentoring programme","YES, BUT ONLY TEACHERS WHO ARE NEW TO TEACHING, I.E. IN THEIR FIRST JOB AS TEACHERS, HAVE ACCESS.; YES, ALL TEACHERS WHO ARE NEW TO THIS SCHOOL HAVE ACCESS.; YES, ALL TEACHERS AT THIS SCHOOL HAVE ACCESS.; NO, AT PRESENT THERE IS NO ACCESS TO A MENTORING PROGRAMME FOR TEACHERS IN THIS SCHOOL. --> YOU WILL BE DIRECTED TO QUES; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g35","Mentors main subject field(s) same as that of teacher being mentored","YES, MOST OF THE TIME.; YES, SOMETIMES.; NO, RARELY OR NEVER.; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g36a","Importance of mentoring To improve teachers pedagogical competence","NOT IMPORTANT AT ALL; OF LOW IMPORTANCE; OF MODERATE IMPORTANCE; OF HIGH IMPORTANCE; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g36b","Importance of mentoring To strengthen teachers professional identity","NOT IMPORTANT AT ALL; OF LOW IMPORTANCE; OF MODERATE IMPORTANCE; OF HIGH IMPORTANCE; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g36c","Importance of mentoring To improve teachers collaboration with colleagues","NOT IMPORTANT AT ALL; OF LOW IMPORTANCE; OF MODERATE IMPORTANCE; OF HIGH IMPORTANCE; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g36d","Importance of mentoring To support less experienced teachers in their teaching","NOT IMPORTANT AT ALL; OF LOW IMPORTANCE; OF MODERATE IMPORTANCE; OF HIGH IMPORTANCE; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g36e","Importance of mentoring To expand teachers main subject(s) knowledge","NOT IMPORTANT AT ALL; OF LOW IMPORTANCE; OF MODERATE IMPORTANCE; OF HIGH IMPORTANCE; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g36f","Importance of mentoring To improve students general performance","NOT IMPORTANT AT ALL; OF LOW IMPORTANCE; OF MODERATE IMPORTANCE; OF HIGH IMPORTANCE; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g37","School include students of more than one cultural or ethnic background","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g38a","Pol and prac Encourage students express. of div. ethnic and cultural identities","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g38b","Pol and prac Organising multicultural events (e.g. multicultural diversity day)","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g38c","Pol and prac Teaching students how to deal with ethnic and cultural discrim.","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g38d","Pol and prac Adopt. practices that integrate global themes throug the curriculum","YES; NO; LOGICALLY NOT APPLICABLE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g39a","Pol and prac Teach students to be inclusive of diff. socio-economic backgrounds","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g39b","Pol and prac Explicit policies against gender discrimination","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g39c","Pol and prac Explicit policies against socio-economic discrimination","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g39d","Pol and prac Additional support for students from disadvantaged backgrounds","YES; NO; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g40a","Agree Important to be responsive to diff. in studs cultural backgrounds","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g40b","Agree Important to learn that other cultures can have diff. values","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g40c","Agree Respecting other cultures children should learn as early as possible","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g40d","Agree Children learn that people of diff. cultures have a lot in common","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g41a","Agree Encourage studs from diff. socio-ec. backgrounds to work together","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g41b","Agree Students should learn how to avoid gender discrimination","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g41c","Agree It is important to treat female and male students equally","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g41d","Agree Important to treat studs from all socio-ec. background same manner","NONE OR ALMOST NONE; SOME; MANY; ALL OR ALMOST ALL; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g42","Years continuing being a principal","NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43a","Work stress Having too much teacher appraisal and feedback work to do","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43b","Work stress Having too much administr. work to do (e.g. filling out forms)  - P","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43c","Work stress Having extra duties due to absent school staff","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43d","Work stress Being held responsible for students achievement  - P","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43e","Work stress Maintaining school discipline","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43f","Work stress Being intimidated or verbally abused by students  - P","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43g","Work stress Keeping up with changing requirements from authorities  - P","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43h","Work stress Addressing parent or guardian concerns - P","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g43i","Work stress Accommodating students with special needs","NOT AT ALL; TO SOME EXTENT; QUITE A BIT; A LOT; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44a","Feeling The advantages of this profession clearly outweigh the disadvantages","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44b","Feeling If I could decide again, I would still choose this job/position","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44c","Feeling I would like to change to another school if that were possible - P","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44d","Feeling I regret that I decided to become a principal","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44e","Feeling I enjoy working at this school - P","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44f","Feeling I wonder if it would have been better to choose anoth. profession - P","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44g","Feeling I would recommend this school as a good place to work - P","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44h","Feeling I think that the teaching profession is valued in society - P","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44i","Feeling I am satisfied with my performance in this school - P","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g44j","Feeling All in all, I am satisfied with my job","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g45a","Agree I am satisfied with the salary I receive from my work","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g45b","Agree Apart from salary, satisfied w. terms of princ. contract, employment","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g45c","Agree Satisfied with support that I receive from the staff in this school","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g45d","Agree I need more support from authorities","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"tc3g45e","Agree I cannot influence decisions that are important for my work","STRONGLY DISAGREE; DISAGREE; AGREE; STRONGLY AGREE; NOT REACHED; NOT ADMINISTERED; OMITTED OR INVALID","School"
"cpart","Final Participation Indicator School","PARTICIPATED; ABSENT; NOT PART OF SAMPLE; NOT ADMINISTERED; OMITTED OR INVALID","School"
"modea_prq","Principal Questionnaire assigned mode","ONLINE; PAPER; NOT ADMINISTERED; OMITTED OR INVALID","School"
"talis13pop","Comparable domain to TALIS 2013 target population definition","NOT COMPARABLE TO TALIS 2013 TARGET POPULATION DEFINITION; COMPARABLE TO TALIS 2013 TARGET POPULATION DEFINITION; NOT ADMINISTERED; OMITTED OR INVALID","School"
"idpop","Population ID","ISCED 1; ISCED 2; ISCED 3; PISA LINK; NOT ADMINISTERED; OMITTED OR INVALID","School"
"intal18","Adjudication Flag","RECORD DOES NOT MEET ADJUDICATION REQUIREMENTS; RECORD MEETS ADJUDICATION REQUIREMENTS; NOT ADMINISTERED; OMITTED OR INVALID","School"
"schwgt","Principal Final Weight","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt1","School BRR-Fay Replicate Weight 1","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt2","School BRR-Fay Replicate Weight 2","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt3","School BRR-Fay Replicate Weight 3","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt4","School BRR-Fay Replicate Weight 4","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt5","School BRR-Fay Replicate Weight 5","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt6","School BRR-Fay Replicate Weight 6","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt7","School BRR-Fay Replicate Weight 7","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt8","School BRR-Fay Replicate Weight 8","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt9","School BRR-Fay Replicate Weight 9","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt10","School BRR-Fay Replicate Weight 10","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt11","School BRR-Fay Replicate Weight 11","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt12","School BRR-Fay Replicate Weight 12","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt13","School BRR-Fay Replicate Weight 13","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt14","School BRR-Fay Replicate Weight 14","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt15","School BRR-Fay Replicate Weight 15","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt16","School BRR-Fay Replicate Weight 16","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt17","School BRR-Fay Replicate Weight 17","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt18","School BRR-Fay Replicate Weight 18","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt19","School BRR-Fay Replicate Weight 19","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt20","School BRR-Fay Replicate Weight 20","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt21","School BRR-Fay Replicate Weight 21","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt22","School BRR-Fay Replicate Weight 22","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt23","School BRR-Fay Replicate Weight 23","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt24","School BRR-Fay Replicate Weight 24","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt25","School BRR-Fay Replicate Weight 25","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt26","School BRR-Fay Replicate Weight 26","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt27","School BRR-Fay Replicate Weight 27","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt28","School BRR-Fay Replicate Weight 28","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt29","School BRR-Fay Replicate Weight 29","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt30","School BRR-Fay Replicate Weight 30","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt31","School BRR-Fay Replicate Weight 31","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt32","School BRR-Fay Replicate Weight 32","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt33","School BRR-Fay Replicate Weight 33","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt34","School BRR-Fay Replicate Weight 34","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt35","School BRR-Fay Replicate Weight 35","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt36","School BRR-Fay Replicate Weight 36","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt37","School BRR-Fay Replicate Weight 37","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt38","School BRR-Fay Replicate Weight 38","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt39","School BRR-Fay Replicate Weight 39","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt40","School BRR-Fay Replicate Weight 40","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt41","School BRR-Fay Replicate Weight 41","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt42","School BRR-Fay Replicate Weight 42","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt43","School BRR-Fay Replicate Weight 43","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt44","School BRR-Fay Replicate Weight 44","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt45","School BRR-Fay Replicate Weight 45","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt46","School BRR-Fay Replicate Weight 46","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt47","School BRR-Fay Replicate Weight 47","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt48","School BRR-Fay Replicate Weight 48","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt49","School BRR-Fay Replicate Weight 49","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt50","School BRR-Fay Replicate Weight 50","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt51","School BRR-Fay Replicate Weight 51","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt52","School BRR-Fay Replicate Weight 52","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt53","School BRR-Fay Replicate Weight 53","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt54","School BRR-Fay Replicate Weight 54","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt55","School BRR-Fay Replicate Weight 55","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt56","School BRR-Fay Replicate Weight 56","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt57","School BRR-Fay Replicate Weight 57","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt58","School BRR-Fay Replicate Weight 58","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt59","School BRR-Fay Replicate Weight 59","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt60","School BRR-Fay Replicate Weight 60","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt61","School BRR-Fay Replicate Weight 61","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt62","School BRR-Fay Replicate Weight 62","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt63","School BRR-Fay Replicate Weight 63","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt64","School BRR-Fay Replicate Weight 64","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt65","School BRR-Fay Replicate Weight 65","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt66","School BRR-Fay Replicate Weight 66","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt67","School BRR-Fay Replicate Weight 67","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt68","School BRR-Fay Replicate Weight 68","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt69","School BRR-Fay Replicate Weight 69","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt70","School BRR-Fay Replicate Weight 70","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt71","School BRR-Fay Replicate Weight 71","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt72","School BRR-Fay Replicate Weight 72","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt73","School BRR-Fay Replicate Weight 73","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt74","School BRR-Fay Replicate Weight 74","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt75","School BRR-Fay Replicate Weight 75","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt76","School BRR-Fay Replicate Weight 76","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt77","School BRR-Fay Replicate Weight 77","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt78","School BRR-Fay Replicate Weight 78","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt79","School BRR-Fay Replicate Weight 79","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt80","School BRR-Fay Replicate Weight 80","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt81","School BRR-Fay Replicate Weight 81","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt82","School BRR-Fay Replicate Weight 82","NOT ADMINISTERED; OMITTED OR INVALID","School"
"srwgt83","School BRR-Fay Replicate Weight 83","NOT ADMINISTERED; OMITTED OR INVALID","School"
